time,x_speed,y_speed,x_camera,x_pred,y_camera,y_pred,x_final,y_final,alpha
0.1344904899597168,-0.19517027393226982,0.015,0,-0.17394578051033557,0,-0.017687095347196417,-0.17394578051033557,-0.017687095347196417,1
0.2278423309326172,-0.19517027393226982,0.015,0,-0.18168554764996114,0,-0.017687095347196417,-0.18168554764996114,-0.017687095347196417,1
0.3194599151611328,-0.19517027393226982,0.015,0,-0.18854439065571368,0,-0.017497095347196394,-0.18854439065571368,-0.017497095347196394,1
0.413952112197876,-0.19517027393226982,0.015,0,-0.1912739106065804,0,-0.017117095347196458,-0.1912739106065804,-0.017117095347196458,1
0.5285847187042236,-0.19517027393226982,0.015,0,-0.19263938174076617,0,-0.016457095347196464,-0.19263938174076617,-0.016457095347196464,1
0.6185276508331299,-0.19517027393226982,0.015,0,-0.18678767622204362,0,-0.015537095347196432,-0.18678767622204362,-0.015537095347196432,1
0.721548318862915,-0.19517027393226982,0.015,0,-0.17944387283058702,0,-0.014227095347196399,-0.17944387283058702,-0.014227095347196399,1
0.8181376457214355,-0.19517027393226982,0.015,0,-0.16731468522797166,0,-0.012707095347196433,-0.16731468522797166,-0.012707095347196433,1
0.9261255264282227,-0.19517027393226982,0.015,0,-0.15918648387966694,0,-0.011387095347196445,-0.15918648387966694,-0.011387095347196445,1
1.0296995639801025,-0.19517027393226982,0.015,0,-0.14386062759285512,0,-0.009597095347196487,-0.14386062759285512,-0.009597095347196487,1
1.122450828552246,-0.19517027393226982,0.015,0,-0.13123347949982225,0,-0.007947095347196446,-0.13123347949982225,-0.007947095347196446,1
1.2144064903259277,-0.19517027393226982,0.015,0,-0.122948999598127,0,-0.006647095347196479,-0.122948999598127,-0.006647095347196479,1
1.3355352878570557,-0.19517027393226982,0.015,0,-0.11438928232956472,0,-0.005257095347196476,-0.11438928232956472,-0.005257095347196476,1
1.423050880432129,-0.19517027393226982,0.015,0,-0.09799285863571705,0,-0.003467095347196407,-0.09799285863571705,-0.003467095347196407,1
1.5198886394500732,-0.19075505156508873,0.015,0,-0.08955327092342913,0,-0.0021570953471964846,-0.08955327092342913,-0.0021570953471964846,1
1.6119651794433594,-0.1809400375542661,0.0,-0.12629427213250172,-0.08027807511539994,-0.003629139297035922,-0.0007570953471964167,-0.08257888496625504,-0.000900697544688392,0.95
1.7338473796844482,-0.19517027393226982,0.0,-0.11553914713173083,-0.11833813179799091,-0.0020277175231107943,-0.002229139297035965,-0.11805823333136489,-0.002208997119643448,0.9
1.8264846801757812,-0.19517027393226982,0.0,-0.10543477941660706,-0.10179669847622089,-9.87931295484551e-05,-0.002037717523110749,-0.10234241061727882,-0.0017468788640764047,0.85
1.9220683574676514,-0.19517027393226982,0.0,-0.09598444894761296,-0.09652110101485079,0.0008543380700810985,-0.0001487931295484496,-0.09641377060140321,5.183311037746001e-05,0.8
2.008671760559082,-0.1907625614547664,0.0,-0.08686318707698534,-0.08459999848717902,0.0005050127892629614,0.000904338070081093,-0.08516579563463059,0.0008045067498765601,0.75
2.1310524940490723,-0.1837078670448227,0.0,-0.07611134203669709,-0.07855927144130419,0.0008031387496181593,0.0004450127892629014,-0.07782489261992206,0.0005524505773694787,0.7
